debito;credito;data;grupo;subgrupo;valor
;;17/07/2025;Receitas ;Vendas de próteses;1629,49
;;17/07/2025;Receitas ;Vendas de próteses;1629,51
;;17/07/2025;Receitas ;Vendas de próteses;1629,51
;;17/07/2025;Receitas ;Vendas de próteses;1629,51
;;17/07/2025;Receitas ;Vendas de próteses;1629,51
;;17/07/2025;Receitas ;Vendas de próteses;1629,51
;;17/07/2025;Receitas ;Vendas de próteses;1629,51
;;17/07/2025;Receitas ;Vendas de próteses;1629,51
;;17/07/2025;Receitas ;Vendas de próteses;1629,51
;;17/07/2025;Receitas ;Vendas de próteses;1629,51
;;17/07/2025;Receitas ;Vendas de próteses;4298
;;17/07/2025;Receitas ;Vendas de próteses;3000
;;18/07/2025;Custos;FGTS;-133,27
;;18/07/2025;Custos;FGTS;-133,27
;;18/07/2025;Despesas administrativas;FGTS;-156
;;18/07/2025;Custos;FGTS;-133,27
;;18/07/2025;Despesas administrativas;FGTS;-147,6
;;18/07/2025;Despesas administrativas;FGTS;-147,6
;;18/07/2025;Despesas administrativas;FGTS;-147,6
;;18/07/2025;Custos;FGTS;-156
;;18/07/2025;Custos;FGTS;-133,27
;;18/07/2025;Despesas comerciais;FGTS;-157,87
;;18/07/2025;Custos;FGTS;-133,27
;;18/07/2025;Custos;INSS;-127,16
;;18/07/2025;Custos;INSS;-127,16
;;18/07/2025;Despesas administrativas;INSS;-152,73
;;18/07/2025;Despesas administrativas;INSS;-92,24
;;18/07/2025;Custos;INSS;-127,16
;;18/07/2025;Despesas administrativas;INSS;-143,28
;;18/07/2025;Despesas administrativas;INSS;-143,28
;;18/07/2025;Despesas administrativas;INSS;-143,28
;;18/07/2025;Custos;INSS;-152,73
;;18/07/2025;Custos;INSS;-127,16
;;18/07/2025;Despesas administrativas;INSS;-154,83
;;18/07/2025;Custos;INSS;-127,16
;;18/07/2025;Despesas administrativas;INSS;-220
;;18/07/2025;Custos;INSS;-220
;;18/07/2025;Custos;FGTS;-177,12
;;18/07/2025;Custos;FGTS;-144
;;18/07/2025;Custos;INSS;-166,04
;;18/07/2025;Custos;INSS;-139,23
;;18/07/2025;Custos;Matéria-prima;-54,6
;;18/07/2025;Despesas administrativas;FGTS;-121,44
;;18/07/2025;Despesas comerciais;FGTS;-157,87
;;18/07/2025;Custos;FGTS;-147,6
;;18/07/2025;Despesas administrativas;INSS;-113,85
;;18/07/2025;Despesas comerciais;INSS;-154,83
;;18/07/2025;Custos;INSS;-143,28
;;18/07/2025;Despesas administrativas;INSS;-130,23
;;18/07/2025;Despesas administrativas;FGTS;-136
;;18/07/2025;Despesas administrativas;FGTS;-136
;;18/07/2025;Despesas administrativas;INSS;-130,23
;;18/07/2025;Receitas ;Vendas de próteses;953,1
;;18/07/2025;Receitas ;Vendas de próteses;953,1
;;18/07/2025;Receitas ;Vendas de próteses;953,1
;;18/07/2025;Receitas/despesas financeiras;Rendimentos sobre aplicações financeiras;0,07
;;18/07/2025;Custos;Salários e ordenados;-82,83
;;18/07/2025;Receitas ;Vendas de próteses;1053,64
;;18/07/2025;Despesas administrativas;INSS;-85,5
;;18/07/2025;Despesas administrativas;INSS;-30,36
;;18/07/2025;Custos;INSS;-31,5
;;18/07/2025;Outras receitas/despesas;Compensações previdenciárias ;1207
;;18/07/2025;Despesas administrativas;FGTS;-91,2
;;18/07/2025;Despesas administrativas;FGTS;-32,38
;;18/07/2025;Custos;FGTS;-33,6
;;21/07/2025;Impostos sobre as vendas;Simples Nacional;-24804,49
;;21/07/2025;Despesas administrativas;Telefonia e internet;-119,65
;;21/07/2025;Receitas/despesas financeiras;Tarifas bancárias;-25
;;21/07/2025;Custos;Matéria-prima;-631,15
;;21/07/2025;Atividades de investimentos;Aquisição de imobilizado;-5250
;;21/07/2025;Despesas administrativas;Correios e malotes;-1209,75
;;21/07/2025;Custos;Terceirização de produção;-2892,4
;;21/07/2025;Receitas ;Vendas de próteses;2147
;;21/07/2025;Receitas/despesas financeiras;Rendimentos sobre aplicações financeiras;2,63
;;22/07/2025;-;-;7618,33
;;22/07/2025;Receitas ;Vendas de próteses;909,32
;;22/07/2025;Receitas ;Vendas de próteses;909,32
;;22/07/2025;Receitas ;Vendas de próteses;531,39
;;22/07/2025;Receitas ;Vendas de próteses;531,4
;;22/07/2025;Receitas ;Vendas de próteses;2355,5
;;23/07/2025;Despesas comerciais;Propaganda, marketing e publicidade;-801,07
;;23/07/2025;Custos;Matéria-prima;-551,84
;;23/07/2025;Custos;Matéria-prima;-781
;;23/07/2025;Receitas ;Vendas de próteses;875,89
;;23/07/2025;Receitas ;Vendas de próteses;875,89
;;23/07/2025;Receitas ;Vendas de próteses;875,89
;;23/07/2025;Receitas ;Vendas de próteses;875,9
;;23/07/2025;Receitas ;Vendas de próteses;1067,36
;;23/07/2025;Receitas ;Vendas de próteses;1067,41
;;23/07/2025;Receitas ;Vendas de próteses;1067,41
;;23/07/2025;Receitas ;Vendas de próteses;1067,41
;;23/07/2025;Receitas ;Vendas de próteses;1067,41
;;23/07/2025;Receitas ;Vendas de próteses;1067,41
;;23/07/2025;-;-;-19490,01
;;23/07/2025;Receitas ;Vendas de próteses;580
;;23/07/2025;Receitas/despesas financeiras;Rendimentos sobre aplicações financeiras;1,13
;;24/07/2025;Custos;Matéria-prima;-159,63
;;24/07/2025;Custos;Matéria-prima;-154,96
;;24/07/2025;Custos;Matéria-prima;-170,61
;;24/07/2025;Custos;Matéria-prima;-185,41
;;24/07/2025;Despesas administrativas;Aluguel de software;-52,19
;;24/07/2025;Receitas ;Vendas de próteses;20063,5
;;24/07/2025;Receitas ;Vendas de próteses;700
;;24/07/2025;Receitas ;Vendas de próteses;11623,39
;;24/07/2025;Receitas ;Vendas de próteses;1051,11
;;24/07/2025;Receitas ;Vendas de próteses;1051,11
;;24/07/2025;Receitas ;Vendas de próteses;1051,11
;;24/07/2025;Receitas ;Vendas de próteses;1051,11
;;24/07/2025;Receitas ;Vendas de próteses;1051,14
;;24/07/2025;Receitas ;Vendas de próteses;873,72
;;24/07/2025;Receitas ;Vendas de próteses;429,83
;;24/07/2025;Custos;Auxílio-transporte e combustível;-176,4
;;24/07/2025;Outras receitas/despesas;Taxas diversas;-1611,76
;;25/07/2025;Despesas administrativas;Auxílio-transporte e combustível;-529,2
;;25/07/2025;Despesas administrativas;Auxílio-transporte e combustível;-529,2
;;25/07/2025;Despesas administrativas;Auxílio-transporte e combustível;-529,2
;;25/07/2025;Custos;Auxílio-transporte e combustível;-331,8
;;25/07/2025;Custos;Auxílio-transporte e combustível;-331,8
;;25/07/2025;Custos;Auxílio-transporte e combustível;-600
;;25/07/2025;Custos;Auxílio-transporte e combustível;-197,4
;;25/07/2025;Custos;Auxílio-transporte e combustível;-852,6
;;25/07/2025;Custos;Auxílio-transporte e combustível;-361,2
;;25/07/2025;Custos;Auxílio-transporte e combustível;-300
;;25/07/2025;Custos;Auxílio-transporte e combustível;-360
;;25/07/2025;Despesas administrativas;Auxílio-transporte e combustível;-882
;;25/07/2025;Despesas administrativas;Serviços de terceiros;-3875
;;25/07/2025;Despesas administrativas;Auxílio-transporte e combustível;-529,2
;;25/07/2025;Despesas administrativas;Auxílio-transporte e combustível;-529,2
;;25/07/2025;Custos;Auxílio-transporte e combustível;-352,8
;;25/07/2025;Despesas administrativas;Auxílio-transporte e combustível;-529,2
;;25/07/2025;Receitas ;Vendas de próteses;5814,92
;;25/07/2025;Receitas ;Vendas de próteses;5814,93
;;25/07/2025;Receitas ;Vendas de próteses;563,75
;;25/07/2025;Receitas ;Vendas de próteses;563,76
;;25/07/2025;Receitas ;Vendas de próteses;570,64
;;25/07/2025;Receitas ;Vendas de próteses;570,66
;;25/07/2025;Receitas ;Vendas de próteses;570,66
;;25/07/2025;Receitas ;Vendas de próteses;570,66
;;25/07/2025;Receitas ;Vendas de próteses;1066,52
;;25/07/2025;Receitas ;Vendas de próteses;1066,53
;;25/07/2025;Receitas ;Vendas de próteses;1066,53
;;25/07/2025;Receitas ;Vendas de próteses;1066,53
;;25/07/2025;Receitas ;Vendas de próteses;1066,53
;;25/07/2025;Receitas ;Vendas de próteses;1066,53
;;25/07/2025;Receitas ;Vendas de próteses;774,41
;;25/07/2025;Receitas ;Vendas de próteses;774,41
;;25/07/2025;Receitas ;Vendas de próteses;774,41
;;25/07/2025;Receitas ;Vendas de próteses;774,41
;;25/07/2025;Receitas/despesas financeiras;Tarifas bancárias;-25,44
;;25/07/2025;Receitas ;Vendas de próteses;1000
;;25/07/2025;Custos;Salários e ordenados;-350
;;25/07/2025;Receitas ;Vendas de próteses;132,7
;;25/07/2025;Receitas ;Vendas de próteses;330
;;25/07/2025;Receitas ;Vendas de próteses;3000
;;25/07/2025;Receitas ;Vendas de próteses;755
;;25/07/2025;Receitas ;Vendas de próteses;560
;;28/07/2025;-;-;1496,7
;;28/07/2025;Atividades de investimentos;Aquisição de imobilizado;-2499,67
;;28/07/2025;Custos;Matéria-prima;-421,98
;;28/07/2025;Custos;Matéria-prima;-954,12
;;28/07/2025;Custos;Matéria-prima;-531,26
;;28/07/2025;Atividades de investimentos;Aquisição de imobilizado;-5115,72
;;28/07/2025;Custos;Matéria-prima;-1318,5
;;28/07/2025;Custos;Matéria-prima;-7157,1
;;28/07/2025;Despesas administrativas;Serviços de terceiros;-525
;;28/07/2025;Custos;Matéria-prima;-832
;;28/07/2025;Receitas/despesas financeiras;Rendimentos sobre aplicações financeiras;2,28
;;29/07/2025;-;-;600,01
;;29/07/2025;Custos;Matéria-prima;-1181,32
;;29/07/2025;Receitas ;Vendas de próteses;1274,14
;;29/07/2025;Receitas ;Vendas de próteses;1000
;;29/07/2025;Receitas ;Vendas de próteses;1178,26
;;30/07/2025;Custos;Aluguel de máquinas e equipamentos;-3200
;;30/07/2025;Custos;Matéria-prima;-366,14
;;30/07/2025;Despesas administrativas;Serviços de terceiros;-844,41
;;30/07/2025;Receitas ;Vendas de próteses;5126,84
;;30/07/2025;Receitas ;Vendas de próteses;12696,61
;;30/07/2025;Receitas ;Vendas de próteses;638
;;31/07/2025;Atividades de financiamentos;Pagamento de dívida tributária parcelada;-921,35
;;31/07/2025;Atividades de financiamentos;Pagamento de dívida tributária parcelada;-5797,93
;;31/07/2025;Custos;Auxílio-alimentação e refeição;-350
;;31/07/2025;Custos;Auxílio-alimentação e refeição;-350
;;31/07/2025;Despesas administrativas;Auxílio-alimentação e refeição;-350
;;31/07/2025;Despesas administrativas;Auxílio-alimentação e refeição;-350
;;31/07/2025;Despesas administrativas;Auxílio-alimentação e refeição;-350
;;31/07/2025;Custos;Auxílio-alimentação e refeição;-350
;;31/07/2025;Despesas administrativas;Auxílio-alimentação e refeição;-350
;;31/07/2025;Despesas administrativas;Auxílio-alimentação e refeição;-350
;;31/07/2025;Custos;Auxílio-alimentação e refeição;-350
;;31/07/2025;Despesas administrativas;Auxílio-alimentação e refeição;-350
;;31/07/2025;Despesas administrativas;Auxílio-alimentação e refeição;-350
;;31/07/2025;Custos;Auxílio-alimentação e refeição;-350
;;31/07/2025;Receitas ;Vendas de próteses;5207,86
;;31/07/2025;Receitas ;Vendas de próteses;1310,85
;;31/07/2025;Receitas/despesas financeiras;Juros recebidos;29,7
;;31/07/2025;Receitas ;Vendas de próteses;1108
;;31/07/2025;Receitas/despesas financeiras;Rendimentos sobre aplicações financeiras;0,41
;;31/07/2025;Custos;Auxílio-alimentação e refeição;-350
;;01/08/2025;Despesas administrativas;Serviços de terceiros;-2500
;;01/08/2025;Receitas/despesas financeiras;Rendimentos sobre aplicações financeiras;0,15
;;01/08/2025;Receitas ;Vendas de próteses;1276
;;04/08/2025;Custos;Salários e ordenados;-1538,77
;;04/08/2025;Custos;Salários e ordenados;-1538,77
;;04/08/2025;Custos;Salários e ordenados;-1660,77
;;04/08/2025;Custos;Salários e ordenados;-1701,72
;;04/08/2025;Atividades de financiamentos;Pagamento de empréstimo bancário (principal);-6668,94
;;04/08/2025;Custos;Matéria-prima;-603,92
;;04/08/2025;Despesas administrativas;Salários e ordenados;-1797,27
;;04/08/2025;Custos;Salários e ordenados;-1538,77
;;04/08/2025;Despesas administrativas;Salários e ordenados;-1766,72
;;04/08/2025;Despesas administrativas;Salários e ordenados;-1701,72
;;04/08/2025;Despesas administrativas;Salários e ordenados;-1576,72
;;04/08/2025;Custos;Salários e ordenados;-1797,27
;;04/08/2025;Custos;Salários e ordenados;-1538,77
;;04/08/2025;Despesas comerciais;Salários e ordenados;-2110,54
;;04/08/2025;Custos;Matéria-prima;-598,67
;;04/08/2025;Custos;Matéria-prima;-627,97
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,4
;;04/08/2025;Receitas ;Vendas de próteses;1432,45
;;04/08/2025;Receitas ;Vendas de próteses;1432,45
;;04/08/2025;Receitas ;Vendas de próteses;1463,13
;;04/08/2025;Receitas ;Vendas de próteses;2147
;;04/08/2025;Receitas ;Vendas de próteses;1741,5
;;04/08/2025;Receitas ;Vendas de próteses;5020
;;04/08/2025;Receitas ;Vendas de próteses;563,62
;;04/08/2025;Receitas ;Vendas de próteses;5847,3
;;05/08/2025;Custos;Pró-labores;-1780
;;05/08/2025;Despesas administrativas;Pró-labores;-1780
;;05/08/2025;Despesas administrativas;Seguros;-290,53
;;05/08/2025;Atividades de financiamentos;Antecipação de lucros ou dividendos;-28220
;;05/08/2025;Atividades de financiamentos;Antecipação de lucros ou dividendos;-28220
;;05/08/2025;Despesas comerciais;Salários e ordenados;-2511,9
;;05/08/2025;Despesas comerciais;Auxílio-alimentação e refeição;-318
;;05/08/2025;Despesas comerciais;Auxílio-transporte e combustível;-945
;;05/08/2025;Despesas comerciais;Auxílio-alimentação e refeição;-396
;;05/08/2025;Despesas comerciais;Auxílio-transporte e combustível;-990
;;05/08/2025;Despesas administrativas;Salários e ordenados;-1469,15
;;05/08/2025;Despesas administrativas;Energia elétrica;-1676,65
;;05/08/2025;Despesas administrativas;Premiações;-152,73
;;05/08/2025;Custos;Premiações;-338,28
;;05/08/2025;Despesas administrativas;Premiações;-500
;;05/08/2025;Custos;Salários e ordenados;-1538,77
;;05/08/2025;Custos;Premiações;-2992,16
;;05/08/2025;Custos;Premiações;-11971,23
;;05/08/2025;Custos;Premiações;-1339,23
;;05/08/2025;Custos;Premiações;-13881,23
;;05/08/2025;Custos;Premiações;-14691,23
;;05/08/2025;Despesas administrativas;Telefonia e internet;-238,02
;;05/08/2025;Despesas administrativas;Salários e ordenados;-1569,77
;;05/08/2025;Despesas administrativas;Salários e ordenados;-1634,77
;;05/08/2025;Despesas comerciais;Pensão alimentícia;-241,36
;;05/08/2025;Despesas administrativas;Premiações;-130,23
;;05/08/2025;Despesas administrativas;Serviços de terceiros;-6300
;;05/08/2025;Impostos sobre as vendas;ISS;-7577,78
;;05/08/2025;Despesas administrativas;Salários e ordenados;-1660,77
;;05/08/2025;Custos;Salários e ordenados;-1535,77
;;05/08/2025;Despesas administrativas;Salários e ordenados;-1404,15
;;05/08/2025;Custos;Premiações;-2268
;;05/08/2025;Custos;Aluguel de imóvel;-3032,88
;;05/08/2025;Despesas administrativas;Aluguel de imóvel;-4549,31
;;05/08/2025;Custos;Aluguel de imóvel;-3991,45
;;05/08/2025;Despesas administrativas;Aluguel de imóvel;-5987,18
;;05/08/2025;Receitas ;Vendas de próteses;521,39
;;05/08/2025;Receitas ;Vendas de próteses;1372,39
;;05/08/2025;Custos;Salários e ordenados;-157,25
;;05/08/2025;Receitas ;Vendas de próteses;4500
;;05/08/2025;Despesas comerciais;Premiações;-154,83
;;05/08/2025;Despesas comerciais;Premiações;-154,83
;;05/08/2025;Despesas comerciais;Deslocamentos;-65,1
;;05/08/2025;Despesas administrativas;Premiações;-113,85
;;05/08/2025;Despesas administrativas;Premiações;-139,23
;;05/08/2025;Despesas administrativas;Premiações;-130,23
;;05/08/2025;Custos;Premiações;-139,23
;;05/08/2025;Custos;Premiações;-139,23
;;05/08/2025;Receitas ;Vendas de próteses;3167
;;05/08/2025;Receitas ;Vendas de próteses;223,03
;;05/08/2025;Receitas ;Vendas de próteses;3788,65
;;05/08/2025;Receitas/despesas financeiras;Rendimentos sobre aplicações financeiras;11,07
;;05/08/2025;Receitas/despesas financeiras;Tarifas bancárias;-4,24
;;05/08/2025;Receitas ;Vendas de próteses;2000
;;06/08/2025;Custos;Salários e ordenados;-6932
;;06/08/2025;Custos;Matéria-prima;-258,9
;;06/08/2025;Receitas ;Vendas de próteses;506,87
;;06/08/2025;Receitas ;Vendas de próteses;506,88
;;06/08/2025;Receitas/despesas financeiras;Rendimentos sobre aplicações financeiras;0,17
;;06/08/2025;Receitas ;Vendas de próteses;350
;;07/08/2025;Custos;Matéria-prima;-399,87
;;07/08/2025;Receitas ;Vendas de próteses;1784,11
;;07/08/2025;Receitas ;Vendas de próteses;1784,11
;;07/08/2025;Receitas ;Vendas de próteses;2265,9
;;07/08/2025;Receitas ;Vendas de próteses;2265,9
;;07/08/2025;Receitas ;Vendas de próteses;2265,9
;;07/08/2025;Receitas ;Vendas de próteses;2265,9
;;07/08/2025;Receitas ;Vendas de próteses;2265,9
;;07/08/2025;Receitas ;Vendas de próteses;2265,9
;;07/08/2025;Receitas ;Vendas de próteses;990,26
;;07/08/2025;Receitas ;Vendas de próteses;990,26
;;07/08/2025;Receitas ;Vendas de próteses;990,26
;;07/08/2025;Receitas ;Vendas de próteses;990,28
;;07/08/2025;Receitas ;Vendas de próteses;1509,88
;;07/08/2025;Receitas ;Vendas de próteses;1509,89
;;07/08/2025;Receitas ;Vendas de próteses;1509,89
;;07/08/2025;Receitas ;Vendas de próteses;12235,49
;;07/08/2025;Receitas ;Vendas de próteses;12235,49
;;08/08/2025;Receitas ;Vendas de próteses;2398
;;08/08/2025;Receitas ;Vendas de próteses;2398
;;08/08/2025;Receitas ;Vendas de próteses;537,54
;;08/08/2025;Receitas ;Vendas de próteses;537,55
;;08/08/2025;Custos;Matéria-prima;-223
;;08/08/2025;Custos;Salários e ordenados;-350
;;08/08/2025;Custos;Salários e ordenados;-35
;;11/08/2025;Atividades de investimentos;Aquisição de imobilizado;-5549,93
;;11/08/2025;Custos;Assistência médica e social;-15,9
;;11/08/2025;Despesas administrativas;Assistência médica e social;-15,9
;;11/08/2025;Custos;Assistência médica e social;-15,9
;;11/08/2025;Despesas administrativas;Assistência médica e social;-15,9
;;11/08/2025;Custos;Assistência médica e social;-15,9
;;11/08/2025;Custos;Assistência médica e social;-15,9
;;11/08/2025;Despesas administrativas;Assistência médica e social;-15,9
;;11/08/2025;Despesas administrativas;Assistência médica e social;-15,9
;;11/08/2025;Despesas administrativas;Assistência médica e social;-15,9
;;11/08/2025;Custos;Assistência médica e social;-15,9
;;11/08/2025;Custos;Assistência médica e social;-15,9
;;11/08/2025;Despesas comerciais;Assistência médica e social;-15,9
;;11/08/2025;Despesas administrativas;Assistência médica e social;-15,9
;;11/08/2025;Despesas comerciais;Assistência médica e social;-15,9
;;11/08/2025;Custos;Assistência médica e social;-15,9
;;11/08/2025;Custos;Assistência médica e social;-15,9
;;11/08/2025;Despesas administrativas;Assistência médica e social;-15,9
;;11/08/2025;Custos;Matéria-prima;-377,48
;;11/08/2025;Custos;Matéria-prima;-460,82
;;11/08/2025;Despesas administrativas;Assistência médica e social;-15,9
;;11/08/2025;Custos;Matéria-prima;-770
;;11/08/2025;Custos;Outros custos;-2430
;;11/08/2025;Despesas administrativas;Assistência médica e social;-15,9
;;11/08/2025;Despesas administrativas;Assistência médica e social;-15,9
;;11/08/2025;Receitas ;Vendas de próteses;3195
;;11/08/2025;Receitas ;Vendas de próteses;580
;;11/08/2025;Receitas/despesas financeiras;Rendimentos sobre aplicações financeiras;0,25
;;12/08/2025;Receitas ;Vendas de próteses;10728
;;13/08/2025;Custos;Matéria-prima;-360,84
;;13/08/2025;Receitas ;Vendas de próteses;1111,23
;;13/08/2025;Receitas ;Vendas de próteses;1111,24
;;13/08/2025;Receitas ;Vendas de próteses;3500
;;14/08/2025;-;-;-6500
;;14/08/2025;Receitas ;Vendas de próteses;2500
;;14/08/2025;Receitas/despesas financeiras;Rendimentos sobre aplicações financeiras;0,19
;;15/08/2025;Despesas administrativas;Telefonia e internet;-365,69
;;15/08/2025;Despesas administrativas;Serviços de terceiros;-600
;;15/08/2025;Despesas administrativas;Causas Trabalhistas;-500
;;15/08/2025;-;-;-25
;;15/08/2025;Receitas ;Vendas de próteses;1103,8
;;15/08/2025;Receitas ;Vendas de próteses;954,99
;;15/08/2025;Receitas ;Vendas de próteses;954,99
;;15/08/2025;Receitas ;Vendas de próteses;954,99
;;18/08/2025;Atividades de investimentos;Aquisição de imobilizado;-1670
;;18/08/2025;Despesas administrativas;Telefonia e internet;-314,92
;;18/08/2025;Despesas administrativas;Energia elétrica;-1799,81
;;18/08/2025;Custos;Matéria-prima;-631,15
;;18/08/2025;Despesas administrativas;Planos de saúde e odontológico;-699,47
;;18/08/2025;Despesas administrativas;Planos de saúde e odontológico;-417,82
;;18/08/2025;Custos;Planos de saúde e odontológico;-699,47
;;18/08/2025;Custos;Planos de saúde e odontológico;-1046,58
;;18/08/2025;Despesas administrativas;Planos de saúde e odontológico;-746,55
;;18/08/2025;Despesas administrativas;Planos de saúde e odontológico;-417,82
;;18/08/2025;Outras receitas/despesas;Taxas diversas;-95,86
;;18/08/2025;Custos;Matéria-prima;-290
;;18/08/2025;Custos;Matéria-prima;-450
;;18/08/2025;Receitas/despesas financeiras;Rendimentos sobre aplicações financeiras;0,63
;;19/08/2025;Receitas ;Vendas de próteses;1438,99
;;19/08/2025;Receitas ;Vendas de próteses;1439
;;19/08/2025;Receitas ;Vendas de próteses;1439
;;19/08/2025;Receitas ;Vendas de próteses;1439
;;19/08/2025;Receitas ;Vendas de próteses;1439
;;19/08/2025;Receitas ;Vendas de próteses;3800
;;19/08/2025;Receitas ;Vendas de próteses;3233,8
;;20/08/2025;Impostos sobre as vendas;Simples Nacional;-24323,54
;;20/08/2025;Custos;FGTS;-133,27
;;20/08/2025;Custos;FGTS;-133,27
;;20/08/2025;Despesas administrativas;FGTS;-156
;;20/08/2025;Custos;FGTS;-133,27
;;20/08/2025;Despesas administrativas;FGTS;-147,6
;;20/08/2025;Despesas administrativas;FGTS;-147,6
;;20/08/2025;Despesas administrativas;FGTS;-147,6
;;20/08/2025;Custos;FGTS;-156
;;20/08/2025;Custos;FGTS;-133,27
;;20/08/2025;Despesas comerciais;FGTS;-157,87
;;20/08/2025;Custos;FGTS;-133,27
;;20/08/2025;Custos;FGTS;-144
;;20/08/2025;Despesas administrativas;FGTS;-121,44
;;20/08/2025;Despesas comerciais;FGTS;-157,87
;;20/08/2025;Custos;FGTS;-147,6
;;20/08/2025;Receitas/despesas financeiras;Tarifas bancárias;-25
;;20/08/2025;Atividades de investimentos;Aquisição de imobilizado;-5250
;;20/08/2025;Despesas administrativas;FGTS;-136
;;20/08/2025;Despesas administrativas;FGTS;-136
;;20/08/2025;Despesas administrativas;FGTS;-144
;;20/08/2025;Despesas administrativas;FGTS;-121,44
;;20/08/2025;Custos;FGTS;-144
;;20/08/2025;Custos;Terceirização de produção;-3133,6
;;20/08/2025;Receitas/despesas financeiras;Rendimentos sobre aplicações financeiras;1,67
;;20/08/2025;Custos;FGTS;-13,6
;;21/08/2025;-;-;3130,97
;;21/08/2025;Despesas administrativas;Telefonia e internet;-119,65
;;21/08/2025;Despesas administrativas;Correios e malotes;-1010,78
;;21/08/2025;Receitas ;Vendas de próteses;2041,55
;;21/08/2025;Receitas ;Vendas de próteses;2041,55
;;21/08/2025;Receitas ;Vendas de próteses;2041,55
;;21/08/2025;Receitas ;Vendas de próteses;2041,55
;;21/08/2025;Receitas ;Vendas de próteses;2041,55
;;21/08/2025;Receitas ;Vendas de próteses;2041,55
;;21/08/2025;Despesas administrativas;Salários e ordenados;-1766,72
;;21/08/2025;Receitas ;Vendas de próteses;580
;;21/08/2025;Receitas ;Vendas de próteses;1280
;;21/08/2025;Receitas ;Vendas de próteses;2822
;;22/08/2025;Custos;Matéria-prima;-208,4
;;22/08/2025;Receitas ;Vendas de próteses;3073,9
;;22/08/2025;Receitas ;Vendas de próteses;3073,9
;;22/08/2025;Receitas ;Vendas de próteses;3073,91
;;22/08/2025;Receitas ;Vendas de próteses;1711,56
;;22/08/2025;Receitas ;Vendas de próteses;1711,58
;;22/08/2025;Receitas ;Vendas de próteses;1711,58
;;22/08/2025;Receitas ;Vendas de próteses;1711,58
;;22/08/2025;Receitas ;Vendas de próteses;1711,58
;;22/08/2025;Receitas ;Vendas de próteses;1711,58
;;22/08/2025;Receitas ;Vendas de próteses;986,37
;;22/08/2025;Receitas ;Vendas de próteses;986,37
;;22/08/2025;Receitas ;Vendas de próteses;986,37
;;22/08/2025;Receitas ;Vendas de próteses;986,37
;;22/08/2025;Receitas ;Vendas de próteses;986,37
;;22/08/2025;Receitas ;Vendas de próteses;986,37
;;22/08/2025;Receitas ;Vendas de próteses;1006,51
;;22/08/2025;Receitas ;Vendas de próteses;1006,51
;;22/08/2025;Receitas ;Vendas de próteses;1006,51
;;22/08/2025;Receitas ;Vendas de próteses;1006,51
;;22/08/2025;Receitas ;Vendas de próteses;1006,51
;;22/08/2025;Receitas ;Vendas de próteses;1006,51
;;22/08/2025;Receitas ;Vendas de próteses;1006,56
;;22/08/2025;Receitas ;Vendas de próteses;698,25
;;22/08/2025;Receitas ;Vendas de próteses;2688,55
;;25/08/2025;-;-;806,87
;;25/08/2025;Despesas administrativas;Auxílio-transporte e combustível;-554,4
;;25/08/2025;Despesas administrativas;Auxílio-transporte e combustível;-554,4
;;25/08/2025;Despesas administrativas;Auxílio-transporte e combustível;-554,4
;;25/08/2025;Custos;Auxílio-transporte e combustível;-347,6
;;25/08/2025;Despesas comerciais;Propaganda, marketing e publicidade;-801,07
;;25/08/2025;Custos;Matéria-prima;-159,63
;;25/08/2025;Custos;Auxílio-transporte e combustível;-347,6
;;25/08/2025;Custos;Auxílio-transporte e combustível;-893,2
;;25/08/2025;Custos;Matéria-prima;-154,96
;;25/08/2025;Custos;Matéria-prima;-170,61
;;25/08/2025;Custos;Matéria-prima;-185,41
;;25/08/2025;Custos;Matéria-prima;-531,26
;;25/08/2025;Despesas administrativas;Aluguel de software;-52,19
;;25/08/2025;Despesas administrativas;Serviços de terceiros;-3875
;;25/08/2025;Despesas administrativas;Auxílio-transporte e combustível;-554,4
;;25/08/2025;Custos;Matéria-prima;-627,97
;;25/08/2025;Despesas administrativas;Auxílio-transporte e combustível;-554,4
;;25/08/2025;Custos;Auxílio-transporte e combustível;-554,4
